Timestamp,Source_IP,Destination_IP,Protocol,Activity,Threat_Type,Severity,Status,Label
2/19/2026 13:29,10.234.192.74,192.168.245.250,TCP,Abnormal lookup,DNS Poisoning,Low,Blocked,Normal
3/5/2026 18:18,172.31.34.33,10.89.108.114,ARP,Normal traffic,SQL Injection,Low,Monitored,Normal
4/13/2026 18:21,172.27.228.57,172.29.236.62,DNS,Repeated requests,SQL Injection,Low,Monitored,Suspicious
1/4/2026 10:29,10.248.44.103,192.168.191.91,TCP,Normal traffic,DNS Poisoning,Medium,Detected,Normal
2/14/2026 16:24,192.168.238.54,192.168.23.146,HTTP,Normal traffic,SQL Injection,Medium,Monitored,Normal
2/21/2026 8:09,172.16.234.102,172.30.112.160,HTTP,Unauthorized access,Phishing,High,Monitored,Suspicious
2/6/2026 15:54,192.168.135.150,10.132.163.45,HTTP,High request rate,DDoS,High,Blocked,Normal
3/27/2026 3:54,172.28.43.80,172.25.186.152,UDP,Regular communication,Brute Force,Low,Blocked,Suspicious
2/6/2026 14:00,172.31.93.196,172.20.64.105,TCP,Suspicious packet flow,DDoS,Low,Monitored,Normal
4/25/2026 8:38,172.24.16.240,172.31.148.87,DNS,High request rate,Malware Activity,Low,Monitored,Normal
1/1/2026 6:29,192.168.4.29,10.140.36.123,DNS,Abnormal lookup,Brute Force,Low,Detected,Normal
1/29/2026 16:15,10.72.72.72,10.91.132.61,ARP,Connection retry,DDoS,Medium,Blocked,Normal
4/15/2026 23:09,172.26.181.66,10.110.123.31,TCP,Abnormal lookup,Brute Force,Low,Monitored,Normal
3/31/2026 17:53,172.16.255.187,192.168.6.210,UDP,Unauthorized access,Brute Force,Medium,Monitored,Normal
3/15/2026 21:23,10.137.12.162,10.20.227.149,TCP,Suspicious packet flow,Phishing,Low,Blocked,Suspicious
3/16/2026 12:50,10.31.223.203,192.168.155.126,DNS,Repeated requests,ARP Spoofing,Low,Detected,Suspicious
4/12/2026 5:46,10.253.76.228,10.251.89.139,UDP,Unauthorized access,SQL Injection,Low,Monitored,Normal
3/12/2026 10:07,172.16.226.43,192.168.223.192,HTTP,Repeated requests,SQL Injection,Medium,Detected,Suspicious
2/20/2026 0:21,192.168.179.71,10.92.226.141,ARP,Repeated requests,Brute Force,High,Blocked,Suspicious
1/9/2026 1:46,10.55.110.181,10.77.216.92,DNS,Normal traffic,ARP Spoofing,High,Blocked,Normal
4/13/2026 2:54,10.30.35.142,10.62.35.144,HTTP,Unauthorized access,Brute Force,Low,Blocked,Normal
3/20/2026 1:36,10.78.207.201,10.53.178.128,DNS,Connection retry,DDoS,Medium,Detected,Suspicious
1/8/2026 21:14,172.17.61.83,10.23.124.49,HTTP,Connection retry,Malware Activity,Low,Monitored,Normal
4/19/2026 7:20,172.27.17.219,172.25.26.53,TCP,Connection retry,Phishing,High,Monitored,Suspicious
1/5/2026 16:13,192.168.171.135,10.77.216.18,UDP,Regular communication,Brute Force,Low,Monitored,Normal
4/7/2026 23:16,192.168.127.101,10.229.230.87,DNS,Normal traffic,Phishing,High,Monitored,Suspicious
4/15/2026 23:19,192.168.241.99,172.31.68.194,UDP,Abnormal lookup,DDoS,Medium,Detected,Normal
1/23/2026 15:05,192.168.126.231,172.16.69.148,HTTP,Unauthorized access,DNS Poisoning,Low,Blocked,Normal
1/23/2026 5:54,10.230.137.11,192.168.102.202,TCP,Unauthorized access,SQL Injection,Low,Detected,Suspicious
2/3/2026 11:34,172.22.195.189,192.168.50.167,UDP,Normal traffic,Brute Force,Medium,Blocked,Normal
4/7/2026 16:20,172.30.197.210,10.184.151.160,UDP,Normal traffic,ARP Spoofing,High,Monitored,Normal
4/7/2026 13:32,192.168.126.24,172.16.186.70,TCP,Normal traffic,SQL Injection,Low,Blocked,Normal
4/6/2026 2:27,10.184.81.242,10.147.61.194,TCP,Normal traffic,SQL Injection,Medium,Detected,Normal
2/19/2026 11:19,192.168.138.101,192.168.184.89,UDP,Abnormal lookup,DDoS,Low,Monitored,Normal
3/17/2026 23:20,10.149.86.19,172.29.68.92,HTTP,Connection retry,Malware Activity,Medium,Blocked,Normal
2/19/2026 20:29,10.165.68.76,192.168.214.144,UDP,Connection retry,ARP Spoofing,Medium,Detected,Normal
4/3/2026 7:05,192.168.163.23,192.168.223.230,ARP,Connection retry,SQL Injection,High,Blocked,Normal
1/25/2026 2:23,10.65.64.232,10.25.142.248,ARP,High request rate,Malware Activity,Low,Monitored,Normal
3/16/2026 23:33,192.168.11.61,192.168.48.11,ARP,High request rate,DDoS,High,Blocked,Suspicious
2/16/2026 19:29,10.216.95.137,192.168.125.172,HTTP,Connection retry,SQL Injection,High,Monitored,Normal
1/20/2026 0:39,172.25.41.168,10.232.186.9,ARP,Unauthorized access,Malware Activity,Medium,Blocked,Suspicious
4/4/2026 17:26,10.196.196.86,192.168.233.101,HTTP,Suspicious packet flow,Brute Force,Medium,Blocked,Normal
2/17/2026 10:52,172.29.246.152,192.168.189.239,UDP,Connection retry,Malware Activity,Medium,Blocked,Normal
4/23/2026 3:08,192.168.26.173,10.217.213.89,DNS,Repeated requests,Phishing,Medium,Detected,Normal
2/19/2026 11:31,10.15.160.151,10.120.196.205,ARP,Normal traffic,DNS Poisoning,Low,Blocked,Suspicious
5/3/2026 1:47,192.168.123.249,172.31.109.124,ARP,Regular communication,SQL Injection,High,Blocked,Normal
2/8/2026 17:24,192.168.245.234,10.98.51.13,HTTP,Suspicious packet flow,Phishing,Low,Monitored,Normal
2/2/2026 1:35,172.31.144.168,192.168.104.202,TCP,Suspicious packet flow,SQL Injection,Medium,Monitored,Normal
4/9/2026 12:43,10.200.194.236,10.111.6.110,DNS,Regular communication,DDoS,Low,Detected,Normal
1/17/2026 15:23,172.30.120.97,10.202.157.201,HTTP,Suspicious packet flow,DNS Poisoning,Medium,Monitored,Suspicious
4/16/2026 8:18,192.168.235.113,172.27.97.104,ARP,Normal traffic,DNS Poisoning,High,Detected,Normal
4/9/2026 0:40,10.109.11.136,172.16.243.20,ARP,Unauthorized access,Malware Activity,High,Detected,Suspicious
1/18/2026 5:31,10.87.35.99,192.168.74.88,DNS,Connection retry,Phishing,Low,Monitored,Suspicious
1/4/2026 11:05,172.28.97.141,172.21.200.180,HTTP,Abnormal lookup,Brute Force,Medium,Blocked,Normal
2/17/2026 13:11,192.168.113.206,10.45.0.154,DNS,Unauthorized access,DNS Poisoning,Medium,Detected,Suspicious
4/1/2026 11:41,10.66.100.57,10.33.157.109,TCP,Unauthorized access,DDoS,High,Monitored,Suspicious
1/1/2026 11:16,172.30.29.104,10.84.184.146,DNS,Regular communication,DDoS,Medium,Blocked,Suspicious
5/2/2026 3:44,192.168.63.212,192.168.20.111,UDP,Abnormal lookup,ARP Spoofing,Medium,Monitored,Suspicious
3/15/2026 6:50,192.168.187.109,10.51.22.100,TCP,Unauthorized access,Brute Force,Low,Blocked,Suspicious
4/19/2026 20:34,10.52.92.82,10.106.68.105,DNS,Abnormal lookup,Phishing,High,Blocked,Normal
2/3/2026 15:34,192.168.56.223,10.235.16.209,TCP,Suspicious packet flow,SQL Injection,High,Monitored,Suspicious
2/15/2026 9:07,172.24.192.120,10.168.30.123,UDP,Abnormal lookup,Phishing,Low,Blocked,Suspicious
4/1/2026 23:27,192.168.213.101,192.168.221.216,UDP,Normal traffic,Malware Activity,High,Monitored,Normal
2/28/2026 18:37,10.7.155.250,10.123.49.247,DNS,Repeated requests,ARP Spoofing,High,Monitored,Suspicious
5/2/2026 14:18,172.27.47.116,192.168.200.171,ARP,Repeated requests,ARP Spoofing,High,Monitored,Normal
2/26/2026 21:53,172.17.246.11,10.127.228.16,TCP,Unauthorized access,Brute Force,Low,Blocked,Suspicious
3/28/2026 14:15,10.178.247.199,172.18.55.28,HTTP,High request rate,ARP Spoofing,High,Detected,Normal
2/2/2026 17:34,10.134.221.206,172.21.11.168,DNS,Repeated requests,Brute Force,Low,Blocked,Suspicious
5/1/2026 23:43,172.23.185.178,192.168.21.59,TCP,Suspicious packet flow,Brute Force,High,Blocked,Suspicious
1/27/2026 8:21,10.1.175.218,10.240.99.12,ARP,High request rate,DNS Poisoning,High,Detected,Normal
1/23/2026 22:23,172.16.71.193,172.25.38.81,DNS,Connection retry,Phishing,Low,Monitored,Normal
1/4/2026 5:48,172.17.220.212,10.3.142.10,HTTP,Regular communication,Malware Activity,Low,Detected,Normal
2/7/2026 1:44,172.19.10.223,172.27.200.207,ARP,High request rate,Malware Activity,High,Detected,Suspicious
4/1/2026 18:31,10.118.202.227,10.112.119.230,ARP,High request rate,DNS Poisoning,Medium,Detected,Normal
2/22/2026 13:38,192.168.149.186,172.23.198.9,TCP,Abnormal lookup,Phishing,Low,Blocked,Suspicious
4/29/2026 14:35,10.56.227.235,192.168.87.194,UDP,Normal traffic,ARP Spoofing,Medium,Blocked,Suspicious
3/18/2026 10:05,192.168.164.237,192.168.98.218,DNS,Connection retry,Malware Activity,Medium,Monitored,Suspicious
1/7/2026 9:53,172.26.240.120,192.168.17.75,HTTP,Connection retry,SQL Injection,Low,Blocked,Suspicious
3/22/2026 0:43,10.62.15.240,172.21.54.80,HTTP,Connection retry,Brute Force,Low,Detected,Normal
1/27/2026 9:06,10.238.20.158,10.109.192.224,TCP,Regular communication,DNS Poisoning,Low,Monitored,Normal
5/4/2026 4:44,192.168.240.180,172.22.244.180,UDP,Normal traffic,DDoS,Medium,Blocked,Normal
3/4/2026 12:20,172.20.177.136,192.168.206.122,DNS,Regular communication,ARP Spoofing,High,Detected,Suspicious
4/13/2026 5:40,10.123.48.38,10.165.234.101,ARP,Repeated requests,Malware Activity,High,Detected,Suspicious
3/2/2026 22:14,192.168.194.10,192.168.133.80,UDP,Regular communication,Phishing,Medium,Blocked,Normal
2/21/2026 18:51,192.168.246.212,172.25.1.85,TCP,Repeated requests,Brute Force,High,Monitored,Suspicious
2/16/2026 4:44,192.168.180.255,10.211.10.187,ARP,Suspicious packet flow,Malware Activity,Low,Monitored,Normal
1/19/2026 14:10,192.168.58.221,192.168.218.153,UDP,Connection retry,Brute Force,Low,Detected,Normal
4/13/2026 1:53,10.158.158.189,10.70.196.46,TCP,Abnormal lookup,DNS Poisoning,Low,Detected,Suspicious
2/18/2026 5:14,10.234.137.40,10.207.14.191,TCP,Abnormal lookup,DNS Poisoning,Low,Blocked,Suspicious
1/19/2026 15:58,10.103.43.70,192.168.166.127,ARP,Unauthorized access,DNS Poisoning,Medium,Detected,Suspicious
5/2/2026 8:38,10.188.183.68,10.178.222.113,TCP,Normal traffic,DNS Poisoning,High,Detected,Suspicious
2/4/2026 13:08,172.26.115.181,10.210.135.188,HTTP,Normal traffic,Brute Force,Medium,Blocked,Normal
3/23/2026 4:42,10.22.129.160,172.25.46.219,ARP,Suspicious packet flow,DNS Poisoning,High,Blocked,Normal
4/25/2026 4:56,10.135.103.172,10.223.199.62,HTTP,Unauthorized access,Phishing,High,Blocked,Suspicious
3/30/2026 18:01,172.25.165.143,172.26.175.108,DNS,Unauthorized access,DNS Poisoning,Low,Detected,Suspicious
2/13/2026 8:11,10.228.24.11,10.204.198.15,UDP,Unauthorized access,Malware Activity,High,Monitored,Suspicious
2/21/2026 17:47,192.168.142.95,192.168.89.125,HTTP,Repeated requests,DNS Poisoning,Low,Detected,Normal
1/27/2026 10:55,172.31.229.250,10.49.253.119,DNS,Normal traffic,Malware Activity,Medium,Blocked,Suspicious
4/13/2026 11:46,172.30.157.24,10.80.46.95,DNS,Normal traffic,DNS Poisoning,High,Monitored,Normal
5/1/2026 8:18,10.94.207.74,172.25.227.201,HTTP,High request rate,ARP Spoofing,Low,Blocked,Suspicious
3/9/2026 22:56,192.168.229.132,172.29.22.132,UDP,High request rate,Brute Force,Medium,Detected,Normal
4/24/2026 11:42,192.168.143.219,192.168.17.246,TCP,Unauthorized access,Malware Activity,High,Detected,Suspicious
1/8/2026 12:44,192.168.35.33,10.44.221.70,HTTP,Unauthorized access,DNS Poisoning,Medium,Blocked,Normal
3/2/2026 0:17,192.168.55.56,172.24.127.27,ARP,Repeated requests,SQL Injection,High,Monitored,Suspicious
3/7/2026 0:43,192.168.242.21,10.38.39.179,HTTP,Suspicious packet flow,SQL Injection,High,Monitored,Normal
4/1/2026 21:43,192.168.24.92,172.25.99.41,HTTP,Connection retry,Brute Force,High,Detected,Suspicious
1/2/2026 19:58,172.16.222.95,172.31.158.222,TCP,Unauthorized access,ARP Spoofing,High,Detected,Normal
2/12/2026 21:50,10.230.148.7,172.29.77.171,TCP,Repeated requests,DNS Poisoning,High,Monitored,Normal
2/7/2026 11:35,172.24.188.94,192.168.5.39,TCP,Unauthorized access,SQL Injection,Low,Monitored,Normal
3/26/2026 13:43,192.168.42.173,10.239.111.28,HTTP,High request rate,Brute Force,Medium,Monitored,Suspicious
2/13/2026 2:03,192.168.152.245,10.140.59.7,HTTP,Suspicious packet flow,DNS Poisoning,Low,Detected,Suspicious
4/19/2026 17:04,192.168.16.219,172.25.222.228,UDP,Suspicious packet flow,SQL Injection,Low,Blocked,Normal
5/5/2026 5:05,10.33.81.234,172.26.8.50,HTTP,High request rate,DDoS,Low,Blocked,Normal
3/2/2026 15:38,192.168.148.61,10.102.209.16,ARP,Connection retry,Malware Activity,Medium,Blocked,Normal
2/11/2026 12:25,192.168.195.85,10.125.254.145,DNS,Repeated requests,ARP Spoofing,Medium,Monitored,Normal
3/27/2026 12:41,192.168.143.60,192.168.22.72,ARP,Connection retry,SQL Injection,Low,Blocked,Normal
4/13/2026 17:48,172.20.35.119,10.150.226.193,DNS,High request rate,Malware Activity,Medium,Monitored,Normal
2/9/2026 5:50,192.168.101.208,172.16.218.86,DNS,Suspicious packet flow,DDoS,Medium,Monitored,Normal
3/30/2026 21:39,192.168.15.165,10.75.4.125,HTTP,High request rate,DDoS,Medium,Detected,Suspicious
4/9/2026 20:00,192.168.42.250,10.240.31.235,HTTP,High request rate,Brute Force,Low,Blocked,Normal
1/25/2026 4:01,192.168.21.218,172.23.178.152,TCP,Unauthorized access,DNS Poisoning,High,Blocked,Suspicious
2/15/2026 11:12,192.168.211.139,192.168.65.3,UDP,Suspicious packet flow,Phishing,High,Detected,Suspicious
1/31/2026 2:37,10.87.66.130,192.168.254.46,TCP,Abnormal lookup,SQL Injection,High,Detected,Suspicious
2/28/2026 3:02,172.26.210.83,10.222.167.211,UDP,Suspicious packet flow,DNS Poisoning,Low,Detected,Normal
4/6/2026 6:30,10.205.141.142,192.168.159.93,HTTP,Abnormal lookup,SQL Injection,High,Monitored,Suspicious
4/6/2026 19:46,172.30.187.38,172.26.49.1,ARP,Normal traffic,DNS Poisoning,Medium,Detected,Suspicious
5/3/2026 7:14,10.222.129.101,172.27.228.209,ARP,Connection retry,Brute Force,Low,Detected,Normal
2/9/2026 3:41,192.168.197.171,172.21.231.187,DNS,Regular communication,Malware Activity,High,Detected,Normal
1/7/2026 23:27,172.24.90.130,172.20.4.58,HTTP,Connection retry,SQL Injection,High,Monitored,Suspicious
4/4/2026 19:46,192.168.211.200,10.143.173.95,HTTP,High request rate,DNS Poisoning,Low,Monitored,Normal
2/25/2026 21:52,10.112.125.9,192.168.212.63,TCP,Unauthorized access,Brute Force,High,Blocked,Normal
1/4/2026 20:27,192.168.216.5,192.168.37.16,DNS,High request rate,SQL Injection,Medium,Detected,Suspicious
3/12/2026 9:46,10.69.204.243,172.26.167.234,TCP,Suspicious packet flow,DDoS,High,Detected,Normal
3/27/2026 5:23,10.16.212.187,10.18.172.90,HTTP,Normal traffic,Brute Force,Medium,Blocked,Normal
1/21/2026 14:47,192.168.7.130,172.22.185.45,TCP,Regular communication,DNS Poisoning,Low,Detected,Suspicious
1/12/2026 14:54,192.168.255.26,172.25.217.235,TCP,Regular communication,DDoS,Medium,Blocked,Suspicious
3/14/2026 15:08,10.112.246.243,172.20.210.14,DNS,Normal traffic,Brute Force,High,Monitored,Suspicious
3/15/2026 14:59,192.168.251.212,192.168.241.30,HTTP,Normal traffic,Brute Force,High,Monitored,Suspicious
2/17/2026 4:35,192.168.204.117,10.236.182.193,TCP,Connection retry,Brute Force,High,Detected,Normal
1/10/2026 6:20,192.168.52.241,10.24.186.136,ARP,Repeated requests,Brute Force,High,Blocked,Normal
1/15/2026 7:53,10.23.77.174,172.31.63.179,HTTP,Connection retry,Malware Activity,Low,Detected,Normal
3/20/2026 7:19,10.216.80.121,172.27.8.96,TCP,Connection retry,SQL Injection,Medium,Monitored,Normal
2/12/2026 22:40,172.16.197.255,10.46.148.71,DNS,Suspicious packet flow,DDoS,Low,Monitored,Normal
1/15/2026 13:52,172.30.168.216,172.17.150.79,ARP,Repeated requests,Phishing,Medium,Monitored,Normal
1/30/2026 9:05,10.13.190.196,192.168.177.166,HTTP,Unauthorized access,Malware Activity,Low,Blocked,Normal
3/17/2026 14:31,192.168.205.107,172.17.110.245,HTTP,Normal traffic,SQL Injection,High,Blocked,Normal
3/11/2026 6:26,192.168.99.216,10.6.39.226,TCP,Normal traffic,SQL Injection,Low,Detected,Suspicious
3/19/2026 11:30,10.27.192.223,172.22.139.90,UDP,Connection retry,ARP Spoofing,High,Detected,Suspicious
4/3/2026 10:22,192.168.89.246,10.84.193.32,TCP,Regular communication,DDoS,Low,Detected,Suspicious
1/13/2026 18:03,172.17.87.216,192.168.154.215,ARP,High request rate,Malware Activity,Medium,Monitored,Normal
4/24/2026 9:13,10.181.21.76,192.168.124.62,DNS,Abnormal lookup,Phishing,Medium,Blocked,Normal
2/12/2026 16:55,192.168.92.14,192.168.141.48,ARP,Connection retry,DDoS,Medium,Blocked,Suspicious
3/30/2026 16:24,172.20.70.154,10.25.108.109,UDP,Abnormal lookup,Malware Activity,Medium,Monitored,Suspicious
3/4/2026 13:32,192.168.107.89,192.168.39.201,ARP,Suspicious packet flow,ARP Spoofing,High,Detected,Normal
4/4/2026 2:25,10.68.49.253,192.168.103.189,DNS,Unauthorized access,Malware Activity,High,Monitored,Suspicious
2/13/2026 10:12,10.153.135.223,192.168.255.46,UDP,Unauthorized access,SQL Injection,High,Monitored,Suspicious
2/11/2026 12:47,10.33.66.149,10.236.163.84,DNS,Unauthorized access,DNS Poisoning,High,Detected,Normal
2/18/2026 0:17,10.130.182.190,192.168.42.249,DNS,Connection retry,DDoS,High,Monitored,Suspicious
4/2/2026 13:34,192.168.223.162,172.20.89.146,UDP,Suspicious packet flow,Phishing,Medium,Monitored,Suspicious
4/15/2026 19:46,172.26.191.93,172.20.217.198,TCP,Connection retry,Brute Force,High,Monitored,Suspicious
1/24/2026 18:01,192.168.53.72,10.100.224.30,TCP,High request rate,Phishing,Low,Detected,Suspicious
1/21/2026 2:08,10.183.240.64,192.168.174.40,TCP,Regular communication,Brute Force,Low,Detected,Suspicious
1/22/2026 16:03,10.92.54.115,172.20.233.87,UDP,High request rate,Malware Activity,Medium,Detected,Normal
1/20/2026 14:00,192.168.25.53,10.98.171.191,ARP,Suspicious packet flow,SQL Injection,Low,Blocked,Normal
4/7/2026 8:29,172.29.227.167,172.18.254.213,ARP,Abnormal lookup,SQL Injection,Medium,Blocked,Normal
3/20/2026 13:41,192.168.254.148,10.21.11.39,ARP,Abnormal lookup,Malware Activity,Medium,Detected,Normal
1/26/2026 15:13,192.168.190.208,172.26.204.161,UDP,Unauthorized access,Brute Force,Medium,Blocked,Suspicious
3/5/2026 4:36,172.28.177.37,172.25.200.33,TCP,Unauthorized access,Brute Force,Medium,Monitored,Normal
3/16/2026 12:56,192.168.15.54,10.136.227.73,TCP,Repeated requests,DDoS,Low,Blocked,Suspicious
5/3/2026 16:17,192.168.70.132,10.209.95.88,ARP,Unauthorized access,Brute Force,Medium,Blocked,Suspicious
3/26/2026 14:41,10.7.232.180,192.168.86.99,TCP,Regular communication,Brute Force,High,Monitored,Normal
3/28/2026 2:44,172.24.48.35,10.149.143.6,TCP,Connection retry,Brute Force,Low,Detected,Suspicious
5/2/2026 7:48,10.124.16.118,192.168.116.119,DNS,High request rate,Malware Activity,Medium,Monitored,Suspicious
2/27/2026 15:25,192.168.71.222,172.17.128.114,DNS,Unauthorized access,DDoS,Low,Detected,Suspicious
4/24/2026 12:52,172.16.187.74,192.168.25.221,HTTP,High request rate,SQL Injection,High,Monitored,Suspicious
1/17/2026 16:45,172.19.110.160,172.28.210.227,TCP,Connection retry,Malware Activity,High,Monitored,Suspicious
3/18/2026 8:16,192.168.160.230,10.61.136.195,ARP,Normal traffic,SQL Injection,Medium,Blocked,Normal
2/19/2026 23:49,192.168.227.83,192.168.138.248,UDP,Abnormal lookup,Malware Activity,High,Monitored,Suspicious
1/13/2026 20:51,192.168.92.58,192.168.26.162,TCP,Normal traffic,Brute Force,High,Detected,Suspicious
1/22/2026 7:45,192.168.121.95,10.150.61.188,UDP,Abnormal lookup,Phishing,High,Detected,Normal
1/27/2026 20:46,10.69.77.236,192.168.74.72,HTTP,Regular communication,DNS Poisoning,Medium,Blocked,Normal
3/23/2026 2:29,192.168.212.192,192.168.116.244,UDP,Connection retry,Phishing,Low,Blocked,Normal
2/12/2026 4:21,172.29.27.76,10.45.127.80,HTTP,Repeated requests,DNS Poisoning,High,Monitored,Normal
1/31/2026 20:05,10.33.254.77,10.232.131.14,ARP,Normal traffic,DNS Poisoning,Medium,Monitored,Suspicious
2/4/2026 3:51,172.23.122.101,10.47.108.57,ARP,Suspicious packet flow,DDoS,High,Blocked,Normal
1/15/2026 0:01,10.135.91.38,172.26.114.131,HTTP,High request rate,DDoS,Low,Monitored,Normal
1/31/2026 10:18,192.168.71.229,10.228.37.248,TCP,Suspicious packet flow,SQL Injection,High,Detected,Suspicious
1/4/2026 16:14,172.31.252.69,172.17.214.33,UDP,Connection retry,DDoS,High,Blocked,Normal
1/27/2026 19:32,10.42.157.14,192.168.146.122,ARP,Unauthorized access,Malware Activity,High,Monitored,Suspicious
1/27/2026 0:18,172.31.28.241,192.168.191.105,TCP,Suspicious packet flow,SQL Injection,Medium,Blocked,Suspicious
4/9/2026 7:17,172.27.236.191,192.168.41.32,HTTP,Abnormal lookup,DDoS,Medium,Blocked,Suspicious
3/30/2026 12:09,10.24.227.61,172.31.71.21,ARP,Suspicious packet flow,SQL Injection,High,Monitored,Normal
5/1/2026 3:03,10.9.154.242,10.250.119.127,TCP,Repeated requests,Phishing,High,Detected,Normal
2/27/2026 10:00,172.28.106.162,172.21.174.214,ARP,Unauthorized access,DDoS,Medium,Detected,Normal
3/28/2026 3:24,192.168.144.107,10.33.30.197,DNS,High request rate,DDoS,Low,Monitored,Normal
4/19/2026 11:21,172.21.49.44,172.23.12.8,ARP,Abnormal lookup,Malware Activity,Medium,Detected,Normal
4/26/2026 13:07,172.31.220.93,10.79.114.64,TCP,Regular communication,Phishing,High,Monitored,Normal
2/23/2026 19:00,172.19.16.120,192.168.109.122,TCP,Repeated requests,ARP Spoofing,Medium,Blocked,Normal
3/22/2026 18:15,10.151.158.242,172.29.125.105,HTTP,Normal traffic,DDoS,Medium,Monitored,Normal
4/21/2026 14:29,10.71.233.79,192.168.248.123,DNS,High request rate,Brute Force,Low,Monitored,Suspicious
3/4/2026 23:43,10.184.29.191,192.168.5.38,TCP,Normal traffic,DNS Poisoning,Low,Monitored,Normal
1/26/2026 8:19,10.114.6.169,10.216.72.194,TCP,Suspicious packet flow,SQL Injection,Low,Blocked,Suspicious
1/4/2026 3:24,172.23.236.93,172.23.177.13,DNS,Connection retry,Brute Force,Low,Detected,Suspicious
3/13/2026 19:36,10.99.28.223,192.168.114.137,HTTP,Suspicious packet flow,DDoS,Low,Detected,Normal
2/25/2026 19:00,10.232.204.103,172.27.104.37,DNS,Abnormal lookup,Brute Force,High,Monitored,Normal
3/6/2026 5:07,192.168.139.27,172.17.113.41,ARP,Unauthorized access,DDoS,Medium,Monitored,Normal
3/18/2026 12:24,192.168.117.75,10.207.3.68,ARP,Normal traffic,SQL Injection,High,Detected,Normal
3/27/2026 18:25,10.167.249.46,192.168.52.141,HTTP,Regular communication,Brute Force,Medium,Monitored,Suspicious
1/12/2026 11:26,192.168.18.77,192.168.153.41,ARP,Suspicious packet flow,SQL Injection,Low,Monitored,Normal
3/22/2026 7:03,192.168.29.198,10.16.124.99,HTTP,Regular communication,SQL Injection,High,Blocked,Suspicious
2/11/2026 18:57,10.135.214.227,192.168.229.178,ARP,Connection retry,DDoS,High,Blocked,Suspicious
3/26/2026 17:26,172.22.148.251,10.73.23.42,ARP,Connection retry,DNS Poisoning,Medium,Monitored,Normal
2/27/2026 21:47,10.77.154.74,10.25.157.114,TCP,Unauthorized access,ARP Spoofing,High,Monitored,Normal
4/9/2026 12:04,10.189.239.143,192.168.216.213,UDP,Unauthorized access,ARP Spoofing,Medium,Detected,Suspicious
3/7/2026 15:17,10.60.214.137,192.168.190.135,DNS,Normal traffic,DDoS,Medium,Monitored,Suspicious
4/19/2026 20:48,172.18.186.85,192.168.240.180,TCP,Repeated requests,Malware Activity,Medium,Detected,Suspicious
2/17/2026 7:14,10.109.83.121,192.168.103.138,ARP,Suspicious packet flow,Phishing,Low,Blocked,Normal
4/24/2026 21:21,172.27.187.43,192.168.7.168,TCP,Suspicious packet flow,DDoS,Medium,Detected,Normal
2/6/2026 10:21,192.168.141.126,172.23.195.238,UDP,High request rate,Phishing,Low,Blocked,Suspicious
3/13/2026 22:49,172.28.31.68,172.27.170.154,TCP,Unauthorized access,DDoS,Medium,Monitored,Normal
3/30/2026 8:00,10.211.104.151,192.168.230.170,UDP,Connection retry,Malware Activity,High,Monitored,Suspicious
3/12/2026 21:45,172.25.124.86,10.195.221.190,ARP,Regular communication,ARP Spoofing,High,Blocked,Suspicious
3/7/2026 7:37,172.21.70.59,192.168.212.106,HTTP,High request rate,DNS Poisoning,High,Blocked,Suspicious
3/21/2026 15:33,192.168.219.215,172.23.103.203,HTTP,Repeated requests,DDoS,High,Detected,Suspicious
4/27/2026 4:42,172.23.243.94,172.22.163.28,TCP,Connection retry,Brute Force,Medium,Blocked,Suspicious
2/10/2026 17:40,172.30.69.105,192.168.254.134,HTTP,Normal traffic,ARP Spoofing,High,Monitored,Normal
2/2/2026 11:37,192.168.169.112,192.168.76.25,DNS,Abnormal lookup,Phishing,High,Detected,Suspicious
1/24/2026 12:54,172.16.166.141,10.40.248.57,DNS,Connection retry,Brute Force,High,Blocked,Normal
4/5/2026 20:49,192.168.120.187,192.168.70.189,HTTP,Normal traffic,Phishing,Low,Blocked,Suspicious
3/25/2026 5:55,192.168.193.186,192.168.205.142,TCP,Normal traffic,DDoS,Low,Detected,Suspicious
4/10/2026 17:57,172.27.188.182,10.226.124.251,HTTP,Suspicious packet flow,Phishing,Low,Detected,Suspicious
3/26/2026 10:27,172.26.160.186,172.28.226.211,ARP,High request rate,Phishing,Low,Blocked,Normal
2/14/2026 9:45,192.168.112.118,192.168.32.131,UDP,Suspicious packet flow,DNS Poisoning,Low,Detected,Normal
2/28/2026 4:17,172.26.196.253,172.27.50.110,TCP,Connection retry,Brute Force,Medium,Detected,Suspicious
5/4/2026 18:23,172.27.173.225,192.168.102.135,ARP,High request rate,ARP Spoofing,High,Monitored,Suspicious
1/20/2026 16:18,10.127.179.136,172.20.195.134,TCP,Suspicious packet flow,Brute Force,Medium,Blocked,Normal
2/7/2026 14:32,10.47.173.68,10.123.130.14,TCP,Abnormal lookup,ARP Spoofing,Medium,Detected,Normal
3/8/2026 23:50,10.118.84.94,172.29.231.154,UDP,Regular communication,Brute Force,Medium,Monitored,Normal
4/7/2026 4:46,172.25.224.128,10.71.222.85,ARP,Unauthorized access,Phishing,High,Blocked,Normal
1/10/2026 20:34,10.163.108.210,10.145.251.193,TCP,Suspicious packet flow,DNS Poisoning,High,Blocked,Normal
3/18/2026 7:06,10.147.55.191,192.168.165.240,HTTP,Unauthorized access,Phishing,High,Detected,Normal
